"Was ist das Ziel von Knowledge Discovery in Databases (KDD)?","Die semi-automatische Gewinnung statistisch gültiger, zuvor unbekannter und potenziell nützlicher Muster aus Daten","week-6 ws25-26 data-warehousing kdd-prozess source::kapitel-6-ueberblick-data-miningml"
"Welche Hauptphasen umfasst der KDD-Prozess in der Vorlesung?","<ol><li>Selektion der relevanten Daten</li><li>Vorverarbeitung und Transformation</li><li>Data Mining zur Mustererkennung</li><li>Interpretation und Bewertung der Ergebnisse</li></ol>","week-6 ws25-26 data-warehousing kdd-phasen source::kapitel-6-ueberblick-data-miningml"
"Wie grenzt die Vorlesung Data Mining von maschinellem Lernen ab?","Data Mining fokussiert die effiziente Mustererkennung in großen Datenmengen, während maschinelles Lernen lernbasierte Modelle für Vorhersagen und Wissensgenerierung bereitstellt","week-6 ws25-26 data-warehousing data-mining-vs-ml source::kapitel-6-ueberblick-data-miningml"
"Warum ist Datenvorverarbeitung vor Data-Mining- oder ML-Verfahren zentral?","Weil Diskretisierung, Feature-Extraktion und Ableitung aussagekräftiger Attribute die Musterqualität und Generalisierbarkeit entscheidend verbessern","week-6 ws25-26 data-warehousing datenvorverarbeitung-ml source::kapitel-6-ueberblick-data-miningml"
"Welche drei Verfahrensklassen stehen im Zentrum von Kapitel 6?","<ul><li>Assoziationsregeln</li><li>Clusteranalyse</li><li>Klassifikation</li></ul>","week-6 ws25-26 data-warehousing verfahrensklassen source::kapitel-6-ueberblick-data-miningml"
"Was beschreibt eine Assoziationsregel in der Warenkorbanalyse?","Eine Regel \\(X \\to Y\\), die ausdrückt, dass das gemeinsame Auftreten von Items in \\(X\\) mit dem Auftreten von Items in \\(Y\\) zusammenhängt","week-6 ws25-26 data-warehousing assoziationsregeln source::kapitel-6-ueberblick-data-miningml"
"Wie ist der Support einer Assoziationsregel definiert?","Als Anteil der Transaktionen, die sowohl die Items aus Regelrumpf als auch Regelkopf enthalten","week-6 ws25-26 data-warehousing support source::kapitel-6-ueberblick-data-miningml"
"Wie ist die Konfidenz einer Assoziationsregel \\(X \\to Y\\) definiert?","Als bedingter Anteil der Transaktionen mit \\(X\\), die zusätzlich auch \\(Y\\) enthalten","week-6 ws25-26 data-warehousing konfidenz source::kapitel-6-ueberblick-data-miningml"
"Welche Kernidee nutzt der A-Priori-Algorithmus zur Kandidatenreduktion?","Die Anti-Monotonie häufiger Itemsets: Ist eine Menge häufig, sind alle Teilmengen häufig, und ist eine Menge selten, sind alle Obermengen selten","week-6 ws25-26 data-warehousing apriori-idee source::kapitel-6-ueberblick-data-miningml"
"Wie arbeitet der A-Priori-Algorithmus grundsätzlich iterativ?","Er bestimmt zunächst häufige 1-Itemsets und erzeugt daraus schrittweise größere Kandidatenmengen, die per Support-Schwelle gepruned werden","week-6 ws25-26 data-warehousing apriori-ablauf source::kapitel-6-ueberblick-data-miningml"
"Warum kann A-Priori bei großen Itemmengen teuer werden?","Weil die Zahl der Kandidatenkombinationen mit wachsender Itemset-Größe stark ansteigt und viele Support-Prüfungen erfordert","week-6 ws25-26 data-warehousing apriori-limits source::kapitel-6-ueberblick-data-miningml"
"Was ist die Grundidee von Frequent-Pattern-Trees (FP-Trees)?","Transaktionen werden in einer kompakten Baumstruktur mit gemeinsamen Präfixen gespeichert, sodass häufige Muster ohne explizite Kandidatengenerierung gefunden werden","week-6 ws25-26 data-warehousing fp-tree-grundidee source::kapitel-6-ueberblick-data-miningml"
"Wie entsteht ein FP-Tree aus Transaktionsdaten?","Nach Bestimmung häufiger Items werden Transaktionen in Häufigkeitsreihenfolge als Pfade eingefügt, wobei gemeinsame Präfixe verdichtet und Zähler erhöht werden","week-6 ws25-26 data-warehousing fp-tree-erzeugung source::kapitel-6-ueberblick-data-miningml"
"Wie findet FP-Growth häufige Itemsets im FP-Tree?","Durch rekursive Divide-and-Conquer-Auswertung über Musterbasen und reduzierte bedingte FP-Bäume pro Suffix-Item","week-6 ws25-26 data-warehousing fp-growth source::kapitel-6-ueberblick-data-miningml"
"Welches Ziel verfolgt Clusteranalyse im Kapitel 6?","Objekte so zu segmentieren, dass sie innerhalb eines Clusters möglichst ähnlich und zwischen Clustern möglichst unähnlich sind","week-6 ws25-26 data-warehousing clusteranalyse-ziel source::kapitel-6-ueberblick-data-miningml"
"Was sind die Eingaben und Schritte des k-Means-Algorithmus?","<ul><li>Vorgegeben sind Distanzfunktion und Clusteranzahl \\(k\\)</li><li>Zufällige Initialisierung der Zentren</li><li>Iterative Zuordnung der Punkte zum nächsten Zentrum</li><li>Neuberechnung der Zentren bis zur Konvergenz</li></ul>","week-6 ws25-26 data-warehousing k-means-ablauf source::kapitel-6-ueberblick-data-miningml"
"Welche zwei zentralen Schwächen von k-Means nennt die Vorlesung?","Konvergenz zu lokalen Minima und hoher Aufwand für wiederholte Distanzberechnungen","week-6 ws25-26 data-warehousing k-means-nachteile source::kapitel-6-ueberblick-data-miningml"
"Welche Idee verfolgt Canopy Clustering?","Es bildet schnell überlappende Vorcluster mit zwei Distanzschwellen und dient häufig als skalierbarer Pre-Clustering-Schritt","week-6 ws25-26 data-warehousing canopy-clustering source::kapitel-6-ueberblick-data-miningml"
"Wie wirken die beiden Schwellen \\(T_1\\) und \\(T_2\\) beim Canopy Clustering zusammen?","<ul><li>Punkte innerhalb \\(T_1\\) werden einem Canopy zugeordnet</li><li>Punkte innerhalb des strengeren \\(T_2\\) werden zusätzlich aus der Kandidatenliste entfernt</li></ul>","week-6 ws25-26 data-warehousing canopy-parameter source::kapitel-6-ueberblick-data-miningml"
"Wie ist das Klassifikationsproblem formal im Kapitel beschrieben?","Aus Trainingsobjekten mit bekannter Klasse wird ein Klassifikator gelernt, der neuen Objekten aus \\(D\\setminus O\\) eine Klasse aus der Zielmenge zuordnet","week-6 ws25-26 data-warehousing klassifikationsprozess source::kapitel-6-ueberblick-data-miningml"
"Welche zwei Hauptschritte umfasst ein überwachter Klassifikationsprozess?","<ol><li>Konstruktion eines Modells auf Trainingsdaten</li><li>Anwendung des Modells zur Vorhersage auf unbekannte Daten</li></ol>","week-6 ws25-26 data-warehousing klassifikation-schritte source::kapitel-6-ueberblick-data-miningml"
"Wie wird ein Entscheidungsbaum für Klassifikation genutzt?","Ein Objekt durchläuft den Baum top-down entlang der Attributtests bis zu einem Blatt, dessen Klasse als Vorhersage dient","week-6 ws25-26 data-warehousing entscheidungsbaum-nutzung source::kapitel-6-ueberblick-data-miningml"
"Nach welchem Prinzip werden Split-Attribute beim Lernprozess von Entscheidungsbäumen gewählt?","Typischerweise nach maximalem Informationsgewinn, gemessen z.B. über Entropie-basierte Kriterien","week-6 ws25-26 data-warehousing entscheidungsbaum-split source::kapitel-6-ueberblick-data-miningml"
"Was kennzeichnet neuronale Netze im Klassifikationskontext?","Mehrschichtige Netze aus verbundenen Neuronen mit gewichteten Kanten, die komplexe nichtlineare Zusammenhänge zwischen Eingaben und Klassen lernen","week-6 ws25-26 data-warehousing neuronale-netze source::kapitel-6-ueberblick-data-miningml"
"Warum ist Deep Learning besonders für unstrukturierte Daten relevant?","Weil tiefe Netze aus großen Trainingsmengen geeignete Repräsentationen lernen und damit Aufgaben auf Bildern, Sprache oder Texten leistungsfähig lösen","week-6 ws25-26 data-warehousing deep-learning source::kapitel-6-ueberblick-data-miningml"
